Start	End	Biotype	Strand	Name	Product	Bnb	JWnb	ECKnb
2787033	2787305	protein_coding	D	yqaD	conserved hypothetical protein	b2658	JW2633	ECK2652
2787641	2788618	protein_coding	D	ygaT	hypothetical protein	b2659	JW5427	ECK2653
2788638	2789906	protein_coding	D	ygaF	hypothetical protein	b2660	JW2635	ECK2654
2789929	2791377	protein_coding	D	gabD	succinate-semialdehyde dehydrogenase I%2C NADP-dependent	b2661	JW2636	ECK2655
2791391	2792671	protein_coding	D	gabT	4-aminobutyrate aminotransferase%2C PLP-dependent	b2662	JW2637	ECK2656
2792909	2794309	protein_coding	D	gabP	gamma-aminobutyrate transporter	b2663	JW2638	ECK2657
2794330	2794992	protein_coding	D	csiR	DNA-binding transcriptional dual regulator	b2664	JW2639	ECK2658
2794993	2795442	protein_coding	C	ygaU	hypothetical protein	b2665	JW2640	ECK2659
2795526	2795684	protein_coding	C	yqaE	predicted membrane protein	b2666	JW2641	ECK2660
2795867	2796166	protein_coding	D	ygaV	predicted DNA-binding transcriptional regulator	b2667	JW2642	ECK2661
2796176	2796700	protein_coding	D	ygaP	predicted inner membrane protein with hydrolase activity	b2668	JW2643	ECK2662
2796747	2797151	protein_coding	C	stpA	DNA binding protein%2C nucleoid-associated	b2669	JW2644	ECK2663
2797820	2798269	protein_coding	D	ygaW	predicted inner membrane protein	b2670	JW2645	ECK2664
2798306	2798650	protein_coding	C	ygaC	hypothetical protein	b2671	JW2646	ECK2665
2798790	2799131	protein_coding	D	ygaM	hypothetical protein	b2672	JW2647	ECK2666
2799379	2799624	protein_coding	D	nrdH	glutaredoxin-like protein	b2673	JW2648	ECK2667
2799621	2800031	protein_coding	D	nrdI	protein that stimulates ribonucleotide reduction	b2674	JW2649	ECK2668
2800004	2802148	protein_coding	D	nrdE	ribonucleoside-diphosphate reductase 2%2C alpha subunit	b2675	JW2650	ECK2669
2802158	2803117	protein_coding	D	nrdF	ribonucleoside-diphosphate reductase 2%2C beta subunit%2C ferritin-like	b2676	JW2651	ECK2670
2803471	2804673	protein_coding	D	proV	glycine betaine transporter subunit	b2677	JW2652	ECK2671
2804666	2805730	protein_coding	D	proW	glycine betaine transporter subunit	b2678	JW2653	ECK2672
2805788	2806780	protein_coding	D	proX	glycine betaine transporter subunit	b2679	JW2654	ECK2673
2806972	2807238	protein_coding	D	ygaX	predicted transporter	b2680	JW2655	ECK2674
2808273	2809010	protein_coding	D	ygaZ	predicted transporter	b2682	JW2657	ECK2676
2809000	2809335	protein_coding	D	ygaH	predicted inner membrane protein	b2683	JW2658	ECK2677
2809426	2809956	protein_coding	D	mprA	DNA-binding transcriptional regulator	b2684	JW2659	ECK2678
2810083	2811255	protein_coding	D	emrA	multidrug efflux system	b2685	JW2660	ECK2679
2811272	2812810	protein_coding	D	emrB	multidrug efflux system protein	b2686	JW2661	ECK2680
2812874	2813389	protein_coding	C	luxS	S-ribosylhomocysteinase	b2687	JW2662	ECK2681
2813457	2813531	misc_RNA	D	sraD		b4442	JWR0246	ECK2682
2813539	2815095	protein_coding	C	gshA	gamma-glutamate-cysteine ligase	b2688	JW2663	ECK2683
2815168	2815596	protein_coding	C	yqaA	conserved inner membrane protein	b2689	JW2664	ECK2684
2815593	2816159	protein_coding	C	yqaB	predicted hydrolase	b2690	JW2665	ECK2685
2816440	2816516	tRNA	C	argQ		b2691	JWR0057	ECK2686
2816715	2816791	tRNA	C	argZ		b2692	JWR0058	ECK2687
2816854	2816930	tRNA	C	argY		b2693	JWR0059	ECK2688
2817129	2817205	tRNA	C	argV		b2694	JWR0060	ECK2689
2817209	2817301	tRNA	C	serV		b2695	JWR0061	ECK2690
2817617	2817802	protein_coding	C	csrA	pleiotropic regulatory protein for carbon source metabolism	b2696	JW2666	ECK2691
2818037	2820667	protein_coding	C	alaS	alanyl-tRNA synthetase	b2697	JW2667	ECK2692
2820795	2821295	protein_coding	C	recX	regulatory protein for RecA	b2698	JW2668	ECK2693
2821364	2822425	protein_coding	C	recA	DNA strand exchange and recombination protein with protease and nuclease activity	b2699	JW2669	ECK2694
2822505	2823002	protein_coding	C	ygaD	conserved hypothetical protein	b2700	JW2670	ECK2695
2823147	2824232	protein_coding	C	mltB	membrane-bound lytic murein transglycosylase B	b2701	JW2671	ECK2696
2824488	2825051	protein_coding	D	srlA	glucitol/sorbitol-specific enzyme IIC component of PTS	b2702	JW5429	ECK2697
2825048	2826007	protein_coding	D	srlE	glucitol/sorbitol-specific enzyme IIB component of PTS	b2703	JW5430	ECK2698
2826018	2826389	protein_coding	D	srlB	glucitol/sorbitol-specific enzyme IIA component of PTS	b2704	JW2673	ECK2699
2826393	2827172	protein_coding	D	srlD	sorbitol-6-phosphate dehydrogenase	b2705	JW2674	ECK2700
2827277	2827636	protein_coding	D	gutM	DNA-binding transcriptional activator	b2706	JW2675	ECK2701
2827703	2828476	protein_coding	D	srlR	DNA-bindng transcriptional repressor	b2707	JW2676	ECK2702
2828469	2829434	protein_coding	D	gutQ	predicted phosphosugar-binding protein	b2708	JW5431	ECK2703
2829431	2830945	protein_coding	C	norR	DNA-binding transcriptional activator	b2709	JW5843	ECK2704
2831132	2832571	protein_coding	D	norV	flavorubredoxin oxidoreductase	b2710	JW2680	ECK2705
2832568	2833701	protein_coding	D	norW	NADH:flavorubredoxin oxidoreductase	b2711	JW2681	ECK2706
2833829	2836081	protein_coding	C	hypF	carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	b2712	JW5433	ECK2707
2836234	2836761	protein_coding	C	hydN	formate dehydrogenase-H%2C [4Fe-4S] ferredoxin subunit	b2713	JW2683	ECK2708
2836910	2837923	protein_coding	C	ascG	DNA-binding transcriptional regulator	b2714	JW5434	ECK2709
2838180	2839637	protein_coding	D	ascF	fused cellobiose/arbutin/salicin-specific enzyme IIBC component of PTS	b2715	JW5435	ECK2710
2839646	2841070	protein_coding	D	ascB	cryptic 6-phospho-beta-glucosidase	b2716	JW2686	ECK2711
2841229	2841699	protein_coding	C	hycI	protease involved in processing C-terminal end of HycE	b2717	JW2687	ECK2712
2841692	2842102	protein_coding	C	hycH	protein required for maturation of hydrogenase 3	b2718	JW2688	ECK2713
2842099	2842866	protein_coding	C	hycG	hydrogenase 3 and formate hydrogenase complex%2C HycG subunit	b2719	JW2689	ECK2714
2842866	2843408	protein_coding	C	hycF	formate hydrogenlyase complex iron-sulfur protein	b2720	JW2690	ECK2715
2843418	2845127	protein_coding	C	hycE	hydrogenase 3%2C large subunit	b2721	JW2691	ECK2716
2845145	2846068	protein_coding	C	hycD	hydrogenase 3%2C membrane subunit	b2722	JW2692	ECK2717
2846071	2847897	protein_coding	C	hycC	hydrogenase 3%2C membrane subunit	b2723	JW2693	ECK2718
2847894	2848505	protein_coding	C	hycB	hydrogenase 3%2C Fe-S subunit	b2724	JW2694	ECK2719
2848630	2849091	protein_coding	C	hycA	regulator of the transcriptional regulator FhlA	b2725	JW2695	ECK2720
2849303	2849653	protein_coding	D	hypA	protein involved in nickel insertion into hydrogenases 3	b2726	JW2696	ECK2721
2849657	2850529	protein_coding	D	hypB	GTP hydrolase involved in nickel liganding into hydrogenases	b2727	JW2697	ECK2722
2850520	2850792	protein_coding	D	hypC	protein required for maturation of hydrogenases 1 and 3	b2728	JW2698	ECK2723
2850792	2851913	protein_coding	D	hypD	protein required for maturation of hydrogenases	b2729	JW2699	ECK2724
2851952	2852920	protein_coding	D	hypE	carbamoyl phosphate phosphatase%2C hydrogenase 3 maturation protein	b2730	JW2700	ECK2725
2852994	2855072	protein_coding	D	fhlA	DNA-binding transcriptional activator	b2731	JW2701	ECK2726
2855109	2855462	protein_coding	C	ygbA	hypothetical protein	b2732	JW2702	ECK2727
2855749	2858310	protein_coding	D	mutS	methyl-directed mismatch repair protein	b2733	JW2703	ECK2728
2858416	2859072	protein_coding	D	pphB	serine/threonine-specific protein phosphatase 2	b2734	JW2704	ECK2729
2859123	2859920	protein_coding	C	ygbI	predicted DNA-binding transcriptional regulator	b2735	JW2705	ECK2730
2860086	2860994	protein_coding	D	ygbJ	predicted dehydrogenase%2C with NAD(P)-binding Rossmann-fold domain	b2736	JW2706	ECK2731
2860991	2862157	protein_coding	D	ygbK	conserved hypothetical protein	b2737	JW2707	ECK2732
2862249	2862887	protein_coding	D	ygbL	predicted class II aldolase	b2738	JW2708	ECK2733
2862892	2863668	protein_coding	D	ygbM	conserved hypothetical protein	b2739	JW2709	ECK2734
2863757	2865121	protein_coding	D	ygbN	predicted transporter	b2740	JW2710	ECK2735
2865215	2866090	protein_coding	C	rpoS	RNA polymerase%2C sigma S (sigma 38) factor	b2741	JW5437	ECK2736
2866270	2867409	protein_coding	C	nlpD	predicted outer membrane lipoprotein	b2742	JW2712	ECK2737
2867549	2868175	protein_coding	C	pcm	L-isoaspartate protein carboxylmethyltransferase type II	b2743	JW2713	ECK2738
2868169	2868930	protein_coding	C	surE	broad specificity 5'(3')-nucleotidase and polyphosphatase	b2744	JW2714	ECK2739
2868911	2869960	protein_coding	C	truD	pseudoruidine synthase	b2745	JW2715	ECK2740
2869957	2870436	protein_coding	C	ispF	2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase	b2746	JW2716	ECK2741
2870436	2871146	protein_coding	C	ispD	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	b2747	JW2717	ECK2742
2871165	2871476	protein_coding	C	ftsB	cell division protein	b2748	JW2718	ECK2743
2871670	2871993	protein_coding	C	ygbE	conserved inner membrane protein	b2749	JW2719	ECK2744
2872043	2872648	protein_coding	C	cysC	adenosine 5'-phosphosulfate kinase	b2750	JW2720	ECK2745
2872648	2874075	protein_coding	C	cysN	sulfate adenylyltransferase%2C subunit 1	b2751	JW2721	ECK2746
2874077	2874985	protein_coding	C	cysD	sulfate adenylyltransferase%2C subunit 2	b2752	JW2722	ECK2747
2875237	2876274	protein_coding	D	iap	aminopeptidase in alkaline phosphatase isozyme conversion	b2753	JW2723	ECK2748
2877225	2877509	protein_coding	C	ygbF	hypothetical protein	b2754	JW5438	ECK2749
2877511	2878428	protein_coding	C	ygbT	conserved hypothetical protein	b2755	JW2725	ECK2750
2878444	2879043	protein_coding	C	ygcH	hypothetical protein	b2756	JW2726	ECK2751
2879030	2879704	protein_coding	C	ygcI	hypothetical protein	b2757	JW5844	ECK2752
2879707	2880798	protein_coding	C	ygcJ	hypothetical protein	b2758	JW2728	ECK2753
2880811	2881293	protein_coding	C	ygcK	hypothetical protein	b2759	JW2729	ECK2754
2881286	2882794	protein_coding	C	ygcL	hypothetical protein	b2760	JW2730	ECK2755
2883209	2885875	protein_coding	C	ygcB	conserved hypothetical protein%2C member of DEAD box family	b2761	JW2731	ECK2756
2886234	2886968	protein_coding	C	cysH	3'-phosphoadenosine 5'-phosphosulfate reductase	b2762	JW2732	ECK2757
2887043	2888755	protein_coding	C	cysI	sulfite reductase%2C beta subunit%2C NAD(P)-binding	b2763	JW2733	ECK2758
2888755	2890554	protein_coding	C	cysJ	sulfite reductase%2C alpha subunit%2C flavoprotein	b2764	JW2734	ECK2759
2890870	2891235	protein_coding	D	ygcM	6-pyruvoyl tetrahydrobiopterin synthase	b2765	JW2735	ECK2760
2891313	2892584	protein_coding	D	ygcN	predicted oxidoreductase%2C FAD/NAD(P)-binding domain	b2766	JW2736	ECK2761
2892575	2892835	protein_coding	D	ygcO	predicted 4Fe-4S cluster-containing protein	b2767	JW2737	ECK2762
2892852	2893427	protein_coding	D	ygcP	predicted anti-terminator regulatory protein	b2768	JW2738	ECK2763
2893575	2894435	protein_coding	C	ygcQ	predicted flavoprotein	b2769	JW5440	ECK2764
2894432	2895211	protein_coding	C	ygcR	predicted flavoprotein	b2770	JW5441	ECK2765
2895189	2896526	protein_coding	C	ygcS	predicted transporter	b2771	JW5845	ECK2766
2896620	2898074	protein_coding	C	ygcU	predicted FAD containing dehydrogenase	b4463	JW5442	ECK2767
2898144	2898929	protein_coding	C	ygcW	predicted deoxygluconate dehydrogenase	b2774	JW5443	ECK2768
2899248	2900525	protein_coding	D	yqcE	predicted transporter	b2775	JW2746	ECK2769
2900552	2902030	protein_coding	D	ygcE	predicted kinase	b2776	JW5444	ECK2770
2903403	2904074	protein_coding	C	ygcF	conserved hypothetical protein	b2777	JW2748	ECK2771
2904367	2905239	protein_coding	D	ygcG	hypothetical protein	b2778	JW5445	ECK2772
2905299	2906597	protein_coding	C	eno	enolase	b2779	JW2750	ECK2773
2906685	2908322	protein_coding	C	pyrG	CTP synthetase	b2780	JW2751	ECK2774
2908550	2909341	protein_coding	C	mazG	nucleoside triphosphate pyrophosphohydrolase	b2781	JW2752	ECK2775
2909412	2909747	protein_coding	C	chpA	toxin of the ChpA-ChpR toxin-antitoxin system%2C endoribonuclease	b2782	JW2753	ECK2776
2909747	2909995	protein_coding	C	chpR	antitoxin of the ChpA-ChpR toxin-antitoxin system	b2783	JW2754	ECK2777
2910073	2912307	protein_coding	C	relA	(p)ppGpp synthetase I/GTP pyrophosphokinase	b2784	JW2755	ECK2778
2912355	2913656	protein_coding	C	rumA	23S rRNA (uracil-5)-methyltransferase	b2785	JW2756	ECK2779
2913713	2916469	protein_coding	D	barA	hybrid sensory histidine kinase%2C in two-component regulatory system with UvrY	b2786	JW2757	ECK2780
2916701	2918041	protein_coding	C	gudD	(D)-glucarate dehydratase 1	b2787	JW2758	ECK2781
2918062	2919402	protein_coding	C	gudX	predicted glucarate dehydratase	b2788	JW2759	ECK2782
2919404	2920756	protein_coding	C	gudP	predicted D-glucarate transporter	b2789	JW2760	ECK2783
2921191	2921640	protein_coding	C	yqcA	predicted flavoprotein	b2790	JW2761	ECK2784
2921658	2922440	protein_coding	C	yqcB	tRNA pseudouridine synthase	b2791	JW2762	ECK2785
2922440	2922769	protein_coding	C	yqcC	conserved hypothetical protein	b2792	JW2763	ECK2786
2922812	2923171	misc_RNA	C	csrB		b4408	JWR0062	ECK2787
2923391	2923936	protein_coding	C	syd	hypothetical protein	b2793	JW2764	ECK2788
2924004	2924852	protein_coding	D	yqcD	conserved hypothetical protein	b2794	JW2765	ECK2789
2924964	2926328	protein_coding	D	ygdH	conserved hypothetical protein	b2795	JW2766	ECK2790
2926885	2928174	protein_coding	D	sdaC	predicted serine transporter	b2796	JW2767	ECK2791
2928232	2929599	protein_coding	D	sdaB	L-serine deaminase II	b2797	JW2768	ECK2792
2929621	2930466	protein_coding	D	exo	exonuclease IX (5'-3' exonuclease)	b2798	JW5446	ECK2793
2930521	2931672	protein_coding	C	fucO	L-1%2C2-propanediol oxidoreductase	b2799	JW2770	ECK2794
2931697	2932344	protein_coding	C	fucA	L-fuculose-1-phosphate aldolase	b2800	JW2771	ECK2795
2932891	2934207	protein_coding	D	fucP	L-fucose transporter	b2801	JW2772	ECK2796
2934240	2936015	protein_coding	D	fucI	L-fucose isomerase	b2802	JW2773	ECK2797
2936094	2937542	protein_coding	D	fucK	L-fuculokinase	b2803	JW2774	ECK2798
2937544	2937966	protein_coding	D	fucU	L-fucose mutarotase	b2804	JW2775	ECK2799
2938024	2938755	protein_coding	D	fucR	DNA-binding transcriptional activator	b2805	JW2776	ECK2800
2938799	2939899	protein_coding	C	ygdE	predicted methyltransferase	b2806	JW2777	ECK2801
2939892	2940287	protein_coding	C	ygdD	conserved inner membrane protein	b2807	JW2778	ECK2802
2940306	2941223	protein_coding	C	gcvA	DNA-binding transcriptional dual regulator	b2808	JW2779	ECK2803
2941352	2941556	misc_RNA	D	gcvB		b4443	JWR0247	ECK2804
2941574	2941801	protein_coding	C	ygdI	hypothetical protein	b2809	JW5448	ECK2805
2941993	2943198	protein_coding	D	csdA	cysteine sulfinate desulfinase	b2810	JW2781	ECK2806
2943198	2943641	protein_coding	D	ygdK	predicted Fe-S metabolism protein	b2811	JW2782	ECK2807
2943692	2944498	protein_coding	C	ygdL	conserved hypothetical protein	b2812	JW2783	ECK2808
2944737	2945834	protein_coding	C	mltA	membrane-bound lytic murein transglycosylase A	b2813	JW2784	ECK2809
2946043	2946119	tRNA	D	metZ		b2814	JWR0206	ECK2810
2946153	2946229	tRNA	D	metW		b2815	JWR0207	ECK2811
2946263	2946339	tRNA	D	metV		b2816	JWR0208	ECK2812
2946413	2947666	protein_coding	C	amiC	N-acetylmuramoyl-L-alanine amidase	b2817	JW5449	ECK2813
2947898	2949229	protein_coding	D	argA	fused acetylglutamate kinase homolog (inactive) and amino acid N-acetyltransferase	b2818	JW2786	ECK2814
2949291	2951117	protein_coding	C	recD	exonuclease V (RecBCD complex)%2C alpha chain	b2819	JW2787	ECK2815
2951117	2954659	protein_coding	C	recB	exonuclease V (RecBCD complex)%2C beta subunit	b2820	JW2788	ECK2816
2954652	2957540	protein_coding	C	ptr	protease III	b2821	JW2789	ECK2817
2957716	2961084	protein_coding	C	recC	exonuclease V (RecBCD complex)%2C gamma chain	b2822	JW2790	ECK2818
2961097	2961420	protein_coding	C	ppdC	hypothetical protein	b2823	JW2791	ECK2819
2961405	2961812	protein_coding	C	ygdB	hypothetical protein	b2824	JW5450	ECK2820
2961809	2962372	protein_coding	C	ppdB	conserved hypothetical protein	b2825	JW5451	ECK2821
2962363	2962833	protein_coding	C	ppdA	conserved hypothetical protein	b2826	JW2794	ECK2822
2963017	2963811	protein_coding	C	thyA	thymidylate synthetase	b2827	JW2795	ECK2823
2963818	2964693	protein_coding	C	lgt	phosphatidylglycerol-prolipoprotein diacylglyceryl transferase	b2828	JW2796	ECK2824
2964844	2967090	protein_coding	C	ptsP	fused PEP-protein phosphotransferase (enzyme I) of PTS system	b2829	JW2797	ECK2825
2967103	2967633	protein_coding	C	nudH	nucleotide hydrolase	b2830	JW2798	ECK2826
2968318	2969007	protein_coding	D	mutH	methyl-directed mismatch repair protein	b2831	JW2799	ECK2827
2969076	2969789	protein_coding	D	ygdQ	predicted inner membrane protein	b2832	JW2800	ECK2828
2969927	2970145	protein_coding	D	ygdR	hypothetical protein	b2833	JW2801	ECK2829
2970253	2971293	protein_coding	D	tas	predicted oxidoreductase%2C NADP(H)-dependent aldo-keto reductase	b2834	JW2802	ECK2830
2971325	2972518	protein_coding	C	ygeD	predicted inner membrane protein	b2835	JW2803	ECK2831
2972511	2974670	protein_coding	C	aas	fused 2-acylglycerophospho-ethanolamine acyl transferase and acyl-acyl carrier protein synthetase	b2836	JW2804	ECK2832
2974758	2974845	misc_RNA	C	rygA		b4444	JWR0248	ECK2833
2974966	2975041	misc_RNA	C	rygB		b4445	JWR0249	ECK2834
2975255	2976286	protein_coding	D	galR	DNA-binding transcriptional repressor	b2837	JW2805	ECK2835
2976293	2977555	protein_coding	C	lysA	diaminopimelate decarboxylase%2C PLP-binding	b2838	JW2806	ECK2836
2977677	2978612	protein_coding	D	lysR	DNA-binding transcriptional dual regulator	b2839	JW2807	ECK2837
2978599	2979291	protein_coding	C	ygeA	predicted racemase	b2840	JW2808	ECK2838
2979420	2980838	protein_coding	C	araE	arabinose transporter	b2841	JW2809	ECK2839
2981153	2981914	protein_coding	C	kduD	2-deoxy-D-gluconate 3-dehydrogenase	b2842	JW2810	ECK2840
2981944	2982780	protein_coding	C	kduI	predicted 5-keto 4-deoxyuronate isomerase	b2843	JW2811	ECK2841
2983067	2984248	protein_coding	C	yqeF	predicted acyltransferase	b2844	JW5453	ECK2842
2984503	2985732	protein_coding	D	yqeG	predicted transporter	b2845	JW2813	ECK2843
2986192	2986824	protein_coding	D	yqeH	conserved hypothetical protein with bipartite regulator domain	b2846	JW5454	ECK2844
2987158	2987967	protein_coding	D	yqeI	predicted transcriptional regulator	b2847	JW2815	ECK2845
2987960	2988442	protein_coding	D	yqeJ	hypothetical protein	b2848	JW5455	ECK2846
2988591	2989016	protein_coding	C	yqeK	hypothetical protein	b2849	JW2817	ECK2847
2989210	2989656	protein_coding	D	ygeF	hypothetical protein	b2850	JW2818	ECK2848
2989924	2990415	protein_coding	D	ygeG	predicted chaperone	b2851	JW2819	ECK2849
2990750	2992126	protein_coding	D	ygeH	predictedtranscriptional regulator	b2852	JW2820	ECK2850
2992294	2992512	protein_coding	D	ygeI	hypothetical protein	b2853	JW5456	ECK2851
2993116	2993559	protein_coding	C	ygeK	predicted DNA-binding transcriptional regulator	b2855	JW5458	ECK2853
2993593	2993748	protein_coding	C	ygeL	hypothetical protein	b2856	JW2824	ECK2854
2993970	2994401	protein_coding	C	ygeM	hypothetical protein	b2857	JW5459	ECK2855
2994618	2995043	protein_coding	C	ygeO	hypothetical protein	b2859	JW5846	ECK2857
2995028	2995933	protein_coding	C	insD-8	IS2 insertion element transposase InsAB'	b2860	JW2826	ECK0358
